Style,Supplier SKU,UPC,Title,Description,Size,Color,URL
D1491,D1491-CHAMP-8,#843523104929,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",8,CHAMP,
D1491,D1491-CHAMP-18,#843523104974,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",18,CHAMP,
D1491,D1491-CHAMP-16,#843523104967,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",16,CHAMP,
D1491,D1491-CHAMP-10,#843523104936,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",10,CHAMP,
D1491,D1491W-CHAMP-18W,#843523105001,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",18W,CHAMP,
D1491,D1491W-CHAMP-16W,#843523104998,Giovanna Collection Women's Lotus Leaf Sleeve Brocade Shift Dress,"Turn heads around at your next event with this beautiful sheath dress by Giovanna Collection! Made with metallic brocade fabric, this dress features a crewneck and lotus leaf style sleeves with 2 layers. Back zipper closure, dress length is 41""-42"" from the center back. Hats are sold separately.",16W,CHAMP,
D1494,D1494W-PINK-20W,#843523108187,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",20W,PINK,
D1494,D1494-IVORY-12,#843523107999,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",12,IVORY,
D1494,D1494-IVORY-18,#843523108026,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",18,IVORY,
D1494,D1494W-IVORY-20W,#843523108118,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",20W,IVORY,
D1494,D1494W-PINK-16W,#843523108163,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",16W,PINK,
D1494,D1494-PINK-14,#843523108057,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",14,PINK,
D1494,D1494-IVORY-16,#843523108019,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",16,IVORY,
D1494,D1494W-IVORY-26W,#843523108149,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",26W,IVORY,
D1494,D1494W-IVORY-14W,#843523108088,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",14W,IVORY,
D1494,D1494W-IVORY-18W,#843523108101,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",18W,IVORY,
D1494,D1494-PINK-10,#843523108033,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",10,PINK,
D1494,D1494W-PINK-18W,#843523108170,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",18W,PINK,
D1494,D1494W-PINK-22W,#843523108194,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",22W,PINK,
D1494,D1494-IVORY-14,#843523108002,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",14,IVORY,
D1494,D1494-PINK-18,#843523108071,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",18,PINK,
D1494,D1494W-PINK-24W,#843523108200,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",24W,PINK,
D1494,D1494W-PINK-26W,#843523108217,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",26W,PINK,
D1494,D1494W-IVORY-16W,#843523108095,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",16W,IVORY,
D1494,D1494-PINK-16,#843523108064,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",16,PINK,
D1494,D1494W-PINK-14W,#843523108156,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",14W,PINK,
D1494,D1494W-IVORY-22W,#843523108125,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",22W,IVORY,
D1494,D1494W-IVORY-24W,#843523108132,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",24W,IVORY,
D1494,D1494-PINK-12,#843523108040,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",12,PINK,
D1494,D1494-IVORY-10,#843523107982,Giovanna Collection Women's Mock 2-piece Rose Pattern Metallic Brocade Large Bow Fit & Flare Dress,"<p>Ready to get spotlight on with this gorgeous fit &amp; flare dress from Giovanna Collection! Made with luxury metallic brocade in rose pattern, decorated with scattered rhinestones on the front panel, the big bow and the complementary brooch definitely finishes this dress with infinite elegance! Fully lined, bell sleeve, back zipper closure. Hats are sold separately.</p>",10,IVORY,
D1495,D1495-WHITE-16,#843523108309,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",16,WHITE,
D1495,D1495-NAVY-18,#843523108262,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",18,NAVY,
D1495,D1495-NAVY-16,#843523108255,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",16,NAVY,
D1495,D1495W-WHITE-20W,#843523108439,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",20W,WHITE,
D1495,D1495W-NAVY-18W,#843523108347,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",18W,NAVY,
D1495,D1495-NAVY-10,#843523108224,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",10,NAVY,
D1495,D1495W-WHITE-14W,#843523108408,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",14W,WHITE,
D1495,D1495W-NAVY-26W,#843523108385,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",26W,NAVY,
D1495,D1495-WHITE-18,#843523108316,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",18,WHITE,
D1495,D1495-WHITE-14,#843523108293,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",14,WHITE,
D1495,D1495-NAVY-14,#843523108248,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",14,NAVY,
D1495,D1495W-WHITE-26W,#843523108460,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",26W,WHITE,
D1495,D1495W-NAVY-24W,#843523108378,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",24W,NAVY,
D1495,D1495W-NAVY-14W,#843523108323,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",14W,NAVY,
D1495,D1495-NAVY-12,#843523108231,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",12,NAVY,
D1495,D1495W-WHITE-18W,#843523108422,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",18W,WHITE,
D1495,D1495W-NAVY-16W,#843523108330,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",16W,NAVY,
D1495,D1495W-NAVY-22W,#843523108361,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",22W,NAVY,
D1495,D1495W-WHITE-24W,#843523108453,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",24W,WHITE,
D1495,D1495-WHITE-12,#843523108286,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",12,WHITE,
D1495,D1495W-NAVY-20W,#843523108354,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",20W,NAVY,
D1495,D1495-WHITE-10,#843523108279,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",10,WHITE,
D1495,D1495W-WHITE-16W,#843523108415,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",16W,WHITE,
D1495,D1495W-WHITE-22W,#843523108446,Giovanna Collection Women's Textured Stretch Weave Side Ruffled Shift Dress,"Perfect for any social occasion, work or party, special event or a dinner host, this dress is definitely your wardrobe staple to look your best. Made with rich textured weave fabric, fully lined, a little bow and side ruffles across the shoulder and along the dress, perfected with a beautiful rhinestone brooch. This dress also comes with a modesty panel. Back zipper closure, back slit.",22W,WHITE,
D1497,D1497-LIMEGRN-12,#843523108491,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",12,LIMEGRN,
D1497,D1497-LIMEGRN-10,#843523108484,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",10,LIMEGRN,
D1497,D1497-LIMEGRN-14,#843523108507,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",14,LIMEGRN,
D1497,D1497-LIMEGRN-18,#843523108521,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",18,LIMEGRN,
D1497,D1497W-LIMEGRN-18W,#843523108552,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",18W,LIMEGRN,
D1497,D1497-LIMEGRN-16,#843523108514,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",16,LIMEGRN,
D1497,D1497W-LIMEGRN-24W,#843523108583,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",24W,LIMEGRN,
D1497,D1497W-LIMEGRN-14W,#843523108538,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",14W,LIMEGRN,
D1497,D1497W-LIMEGRN-20W,#843523108569,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",20W,LIMEGRN,
D1497,D1497W-LIMEGRN-22W,#843523108576,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",22W,LIMEGRN,
D1497,D1497W-LIMEGRN-16W,#843523108545,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",16W,LIMEGRN,
D1498,D1498-NAVY-12,#843523108606,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",12,NAVY,
D1498,D1498W-NAVY-24W,#843523108699,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",24W,NAVY,
D1498,D1498-NAVY-16,#843523108620,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16,NAVY,
D1498,D1498W-NAVY-20W,#843523108675,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",20W,NAVY,
D1498,D1498-NAVY-18,#843523108637,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18,NAVY,
D1498,D1498-NAVY-14,#843523108613,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14,NAVY,
